116.00    6.55    2.90   -1.50 1  112.58 -478.73 -325.82 2   -7.75  322.00   -5.39 
117.00    6.60    2.93   -1.50 1  114.01 -484.98 -330.05 2   -7.86  325.11   -5.45 
118.00    6.65    2.95   -1.50 1  115.44 -491.22 -334.27 2   -7.97  328.22   -5.51 
119.00    6.70    2.98   -1.50 1  116.87 -497.47 -338.49 2   -8.09  331.33   -5.57 
120.00    6.75    3.00   -1.50 1  118.30 -503.71 -342.71 2   -8.20  334.44   -5.63 
121.00    6.80    3.03   -1.50 1  119.73 -509.96 -346.93 2   -8.31  337.55   -5.69 
122.00    6.85    3.05   -1.50 1  121.16 -516.20 -351.16 2   -8.42  340.66   -5.75 
123.00    6.90    3.08   -1.50 1  122.59 -522.45 -355.38 2   -8.53  343.77   -5.81 
124.00    6.95    3.10   -1.50 1  124.02 -528.69 -359.60 2   -8.65  346.89   -5.88 
125.00    7.00    3.13   -1.50 1  125.45 -534.94 -363.82 2   -8.76  350.00   -5.94 
126.00    7.05    3.15   -1.50 1  126.88 -541.18 -368.04 2   -8.87  353.11   -6.00 
127.00    7.10    3.18   -1.50 1  128.31 -547.43 -372.27 2   -8.98  356.22   -6.06 
128.00    7.15    3.20   -1.50 1  129.74 -553.67 -376.49 2   -9.10  359.33   -6.12 
129.00    7.20    3.23   -1.50 1  131.17 -559.92 -380.71 2   -9.21  362.44   -6.18 
130.00    7.25    3.25   -1.50 1  132.60 -566.16 -384.93 2   -9.32  365.55   -6.24 
131.00    7.30    3.28   -1.50 1  134.03 -572.41 -389.15 2   -9.43  368.66   -6.30 
132.00    7.35    3.30   -1.50 1  135.46 -578.65 -393.38 2   -9.55  371.77   -6.36 
133.00    7.40    3.33   -1.50 1  136.89 -584.90 -397.60 2   -9.66  374.88   -6.42 
134.00    7.45    3.35   -1.50 1  138.32 -591.14 -401.82 2   -9.77  377.99   -6.48 
135.00    7.50    3.38   -1.50 1  139.75 -597.39 -406.04 2   -9.88  381.10   -6.54 
136.00    7.55    3.40   -1.50 1  141.18 -603.63 -410.26 2   -9.99  384.21   -6.60 
137.00    7.60    3.43   -1.50 1  142.61 -609.88 -414.49 2  -10.11  387.33   -6.66 
138.00    7.65    3.45   -1.50 1  144.04 -616.12 -418.71 2  -10.22  390.44   -6.72 
139.00    7.70    3.48   -1.50 1  145.47 -622.37 -422.93 2  -10.33  393.55   -6.78 
140.00    7.75    3.50   -1.50 1  146.90 -628.61 -427.15 2  -10.44  396.66   -6.84 
141.00    7.80    3.53   -1.50 1  148.33 -634.86 -431.37 2  -10.56  399.77   -6.90 
142.00    7.85    3.55   -1.50 1  149.76 -641.10 -435.60 2  -10.67  402.88   -6.96 
143.00    7.90    3.58   -1.50 1  151.19 -647.35 -439.82 2  -10.78  405.99   -7.02 
144.00    7.95    3.60   -1.50 1  152.62 -653.59 -444.04 2  -10.89  409.10   -7.08 
145.00    8.00    3.63   -1.50 1  154.05 -659.84 -448.26 2  -11.01  412.21   -7.14 
146.00    8.05    3.65   -1.50 1  155.48 -666.08 -452.48 2  -11.12  415.32   -7.20 
147.00    8.10    3.68   -1.50 1  156.91 -672.33 -456.71 2  -11.23  418.43   -7.26 
148.00    8.15    3.70   -1.50 1  158.34 -678.57 -460.93 2  -11.34  421.54   -7.32 
149.00    8.20    3.73   -1.50 1  159.77 -684.82 -465.15 2  -11.45  424.65   -7.38 
150.00    8.25    3.75   -1.50 1  161.20 -691.06 -469.37 2  -11.57  427.76   -7.44 
151.00    8.30    3.78   -1.50 1  162.63 -697.31 -473.59 2  -11.68  430.87   -7.50 
152.00    8.35    3.80   -1.50 1  164.06 -703.55 -477.82 2  -11.79  433.98   -7.56 
153.00    8.40    3.83   -1.50 1  165.49 -709.80 -482.04 2  -11.90  437.09   -7.62 
154.00    8.45    3.85   -1.50 1  166.92 -716.04 -486.26 2  -12.02  440.21   -7.68 
155.00    8.50    3.88   -1.50 1  168.35 -722.29 -490.48 2  -12.13  443.32   -7.74 
156.00    8.55    3.90   -1.50 1  169.78 -728.53 -494.70 2  -12.24  446.43   -7.80 
157.00    8.60    3.93   -1.50 1  171.21 -734.78 -498.93 2  -12.35  449.54   -7.86 
158.00    8.65    3.95   -1.50 1  172.64 -741.02 -503.15 2  -12.47  452.65   -7.92 
159.00    8.70    3.98   -1.50 1  174.07 -747.27 -507.37 2  -12.58  455.76   -7.98 
160.00    8.76    4.00   -1.50 1  175.50 -753.51 -511.59 2  -12.69  458.87   -8.04 
161.00    8.81    4.03   -1.50 1  176.93 -759.76 -515.81 2  -12.80  461.98   -8.10 
162.00    8.86    4.05   -1.50 1  178.36 -766.00 -520.04 2  -12.91  465.09   -8.16 
163.00    8.91    4.08   -1.50 1  179.79 -772.25 -524.26 2  -13.03  468.20   -8.23 
164.00    8.96    4.10   -1.50 1  181.22 -778.49 -528.48 2  -13.14  471.31   -8.29 
165.00    9.01    4.13   -1.50 1  182.65 -784.74 -532.70 2  -13.25  474.42   -8.35 
166.00    9.06    4.15   -1.50 1  184.08 -790.98 -536.92 2  -13.36  477.53   -8.41 
167.00    9.11    4.18   -1.50 1  185.51 -797.23 -541.15 2  -13.48  480.64   -8.47 
168.00    9.16    4.20   -1.50 1  186.94 -803.47 -545.37 2  -13.59  483.75   -8.53 
169.00    9.21    4.23   -1.50 1  188.37 -809.72 -549.59 2  -13.70  486.86   -8.59 
170.00    9.26    4.25   -1.50 1  189.80 -815.96 -553.81 2  -13.81  489.97   -8.65 
171.00    9.31    4.28   -1.50 1  191.23 -822.21 -558.03 2  -13.93  493.08   -8.71 
172.00    9.36    4.30   -1.50 1  192.66 -828.45 -562.26 2  -14.04  496.19   -8.77 
173.00    9.41    4.33   -1.50 1  194.09 -834.70 -566.48 2  -14.15  499.30   -8.83 
174.00    9.46    4.35   -1.50 1  195.52 -840.94 -570.70 2  -14.26  502.41   -8.89 
175.00    9.51    4.38   -1.50 1  196.95 -847.19 -574.92 2  -14.37  505.52   -8.95 
176.00    9.56    4.40   -1.50 1  198.38 -853.43 -579.14 2  -14.49  508.63   -9.01 
177.00    9.61    4.43   -1.50 1  199.81 -859.68 -583.37 2  -14.60  511.74   -9.07 
178.00    9.66    4.45   -1.50 1  201.24 -865.92 -587.59 2  -14.71  514.85   -9.13 
179.00    9.71    4.48   -1.50 1  202.67 -872.17 -591.81 2  -14.82  517.96   -9.19 
180.00    9.76    4.50   -1.50 1  204.10 -878.41 -596.03 2  -14.94  521.07   -9.25 
181.00    9.81    4.53   -1.50 1  205.53 -884.66 -600.25 2  -15.05  524.18   -9.31 
182.00    9.86    4.55   -1.50 1  206.96 -890.90 -604.48 2  -15.16  527.30   -9.37 
183.00    9.91    4.58   -1.50 1  208.39 -897.15 -608.70 2  -15.27  530.41   -9.43 
184.00    9.96    4.60   -1.50 1  209.82 -903.39 -612.92 2  -15.39  533.52   -9.49 
185.00   10.01    4.63   -1.50 1  211.25 -909.64 -617.14 2  -15.50  536.63   -9.55 
186.00   10.06    4.65   -1.50 1  212.68 -915.88 -621.36 2  -15.61  539.74   -9.61 
187.00   10.11    4.68   -1.50 1  214.11 -922.13 -625.59 2  -15.72  542.85   -9.67 
188.00   10.16    4.70   -1.50 1  215.54 -928.37 -629.81 2  -15.83  545.96   -9.73 
189.00   10.21    4.73   -1.50 1  216.97 -934.62 -634.03 2  -15.95  549.07   -9.79 
190.00   10.26    4.75   -1.50 1  218.40 -940.86 -638.25 2  -16.06  552.18   -9.85 
191.00   10.31    4.78   -1.50 1  219.83 -947.11 -642.47 2  -16.17  555.29   -9.91 
192.00   10.36    4.80   -1.50 1  221.26 -953.35 -646.70 2  -16.28  558.40   -9.97 
193.00   10.41    4.83   -1.50 1  222.69 -959.60 -650.92 2  -16.40  561.51  -10.03 
194.00   10.46    4.85   -1.50 1  224.12 -965.84 -655.14 2  -16.51  564.62  -10.09 
195.00   10.51    4.88   -1.50 1  225.55 -972.09 -659.36 2  -16.62  567.73  -10.15 
196.00   10.56    4.90   -1.50 1  226.98 -978.33 -663.58 2  -16.73  570.84  -10.21 
197.00   10.61    4.93   -1.50 1  228.41 -984.58 -667.81 2  -16.85  573.95  -10.27 
198.00   10.66    4.95   -1.50 1  229.84 -990.82 -672.03 2  -16.96  577.06  -10.33 
199.00   10.71    4.98   -1.50 1  231.26 -997.07 -676.25 2  -17.07  580.17  -10.39 
200.00   10.76    5.00   -1.50 1  232.69 -1003.31 -680.47 2  -17.18  583.28  -10.45 
201.00   10.81    5.03   -1.50 1  234.12 -1009.56 -684.69 2  -17.29  586.39  -10.51 
202.00   10.86    5.05   -1.50 1  235.55 -1015.80 -688.92 2  -17.41  589.50  -10.57 
203.00   10.91    5.08   -1.50 1  236.98 -1022.05 -693.14 2  -17.52  592.61  -10.64 
204.00   10.96    5.10   -1.50 1  238.41 -1028.29 -697.36 2  -17.63  595.72  -10.70 
205.00   11.01    5.13   -1.50 1  239.84 -1034.54 -701.58 2  -17.74  598.83  -10.76 
206.00   11.06    5.15   -1.50 1  241.27 -1040.78 -705.80 2  -17.86  601.94  -10.82 
207.00   11.11    5.18   -1.50 1  242.70 -1047.03 -710.03 2  -17.97  605.05  -10.88 
208.00   11.16    5.20   -1.50 1  244.13 -1053.27 -714.25 2  -18.08  608.16  -10.94 
209.00   11.21    5.23   -1.50 1  245.56 -1059.52 -718.47 2  -18.19  611.27  -11.00 
210.00   11.26    5.25   -1.50 1  246.99 -1065.76 -722.69 2  -18.31  614.38  -11.06 
211.00   11.31    5.28   -1.50 1  248.42 -1072.01 -726.91 2  -18.42  617.49  -11.12 
212.00   11.36    5.30   -1.50 1  249.85 -1078.25 -731.13 2  -18.53  620.60  -11.18 
213.00   11.41    5.33   -1.50 1  251.28 -1084.50 -735.36 2  -18.64  623.71  -11.24 
214.00   11.46    5.35   -1.50 1  252.71 -1090.74 -739.58 2  -18.75  626.82  -11.30 
215.00   11.51    5.38   -1.50 1  254.14 -1096.99 -743.80 2  -18.87  629.93  -11.36 
216.00   11.56    5.40   -1.50 1  255.57 -1103.23 -748.02 2  -18.98  633.04  -11.42 
217.00   11.61    5.43   -1.50 1  257.00 -1109.48 -752.24 2  -19.09  636.15  -11.48 
218.00   11.66    5.45   -1.50 1  258.43 -1115.72 -756.47 2  -19.20  639.26  -11.54 
219.00   11.71    5.48   -1.50 1  259.86 -1121.97 -760.69 2  -19.32  642.37  -11.60 
220.00   11.76    5.50   -1.50 1  261.29 -1128.21 -764.91 2  -19.43  645.48  -11.66 
221.00   11.81    5.53   -1.50 1  262.72 -1134.46 -769.13 2  -19.54  648.59  -11.72 
222.00   11.86    5.55   -1.50 1  264.15 -1140.70 -773.35 2  -19.65  651.70  -11.78 
223.00   11.91    5.58   -1.50 1  265.58 -1146.95 -777.58 2  -19.76  654.81  -11.84 
224.00   11.96    5.60   -1.50 1  267.01 -1153.19 -781.80 2  -19.88  657.92  -11.90 
225.00   12.01    5.63   -1.50 1  268.44 -1159.44 -786.02 2  -19.99  661.03  -11.96 
226.00   12.06    5.65   -1.50 1  269.87 -1165.68 -790.24 2  -20.10  664.14  -12.02 
227.00   12.11    5.68   -1.50 1  271.30 -1171.93 -794.46 2  -20.21  667.25  -12.08 
228.00   12.16    5.70   -1.50 1  272.73 -1178.17 -798.69 2  -20.33  670.36  -12.14 
229.00   12.21    5.73   -1.50 1  274.16 -1184.42 -802.91 2  -20.44  673.47  -12.20 
230.00   12.26    5.75   -1.50 1  275.59 -1190.66 -807.13 2  -20.55  676.58  -12.26 
231.00   12.31    5.78   -1.50 1  277.02 -1196.91 -811.35 2  -20.66  679.69  -12.32 
232.00   12.36    5.80   -1.50 1  278.45 -1203.15 -815.57 2  -20.78  682.80  -12.38 
233.00   12.41    5.83   -1.50 1  279.88 -1209.40 -819.80 2  -20.89  685.91  -12.44 
234.00   12.46    5.85   -1.50 1  281.31 -1215.64 -824.02 2  -21.00  689.02  -12.50 
235.00   12.51    5.88   -1.50 1  282.74 -1221.89 -828.24 2  -21.11  692.13  -12.56 
236.00   12.56    5.90   -1.50 1  284.17 -1228.13 -832.46 2  -21.22  695.24  -12.62 
237.00   12.61    5.93   -1.50 1  285.60 -1234.38 -836.68 2  -21.34  698.35  -12.68 
238.00   12.66    5.95   -1.50 1  287.03 -1240.62 -840.91 2  -21.45  701.46  -12.74 
239.00   12.71    5.98   -1.50 1  288.46 -1246.87 -845.13 2  -21.56  704.57  -12.80 
240.00   12.76    6.00   -1.50 1  289.89 -1253.11 -849.35 2  -21.67  707.68  -12.86 
241.00   12.81    6.03   -1.50 1  291.32 -1259.36 -853.57 2  -21.79  710.79  -12.92 
242.00   12.86    6.05   -1.50 1  292.75 -1265.60 -857.79 2  -21.90  713.90  -12.98 
243.00   12.91    6.08   -1.50 1  294.18 -1271.85 -862.02 2  -22.01  717.01  -13.04 
244.00   12.96    6.10   -1.50 1  295.61 -1278.09 -866.24 2  -22.12  720.12  -13.11 
245.00   13.01    6.13   -1.50 1  297.04 -1284.34 -870.46 2  -22.24  723.23  -13.17 
246.00   13.06    6.15   -1.50 1  298.47 -1290.58 -874.68 2  -22.35  726.34  -13.23 
247.00   13.11    6.18   -1.50 1  299.90 -1296.83 -878.90 2  -22.46  729.45  -13.29 
248.00   13.16    6.20   -1.50 1  301.33 -1303.07 -883.12 2  -22.57  732.56  -13.35 
249.00   13.21    6.23   -1.50 1  302.76 -1309.32 -887.35 2  -22.68  735.67  -13.41 
250.00   13.26    6.25   -1.50 1  304.19 -1315.56 -891.57 2  -22.80  738.78  -13.47 
251.00   13.31    6.28   -1.50 1  305.62 -1321.81 -895.79 2  -22.91  741.89  -13.53 
252.00   13.36    6.30   -1.50 1  307.05 -1328.05 -900.01 2  -23.02  745.00  -13.59 
253.00   13.41    6.33   -1.50 1  308.48 -1334.30 -904.23 2  -23.13  748.11  -13.65 
254.00   13.46    6.35   -1.50 1  309.91 -1340.54 -908.46 2  -23.25  751.22  -13.71 
255.00   13.51    6.38   -1.50 1  311.34 -1346.79 -912.68 2  -23.36  754.33  -13.77 
256.00   13.56    6.40   -1.50 1  312.77 -1353.03 -916.90 2  -23.47  757.44  -13.83 
257.00   13.61    6.43   -1.50 1  314.20 -1359.28 -921.12 2  -23.58  760.55  -13.89 
258.00   13.66    6.45   -1.50 1  315.63 -1365.52 -925.34 2  -23.69  763.66  -13.95 
259.00   13.71    6.48   -1.50 1  317.06 -1371.77 -929.57 2  -23.81  766.77  -14.01 
260.00   13.76    6.50   -1.50 1  318.49 -1378.01 -933.79 2  -23.92  769.88  -14.07 
261.00   13.81    6.53   -1.50 1  319.92 -1384.25 -938.01 2  -24.03  772.99  -14.13 
262.00   13.86    6.55   -1.50 1  321.35 -1390.50 -942.23 2  -24.14  776.10  -14.19 
263.00   13.91    6.58   -1.50 1  322.78 -1396.74 -946.45 2  -24.26  779.21  -14.25 
264.00   13.96    6.60   -1.50 1  324.21 -1402.99 -950.68 2  -24.37  782.32  -14.31 
265.00   14.01    6.63   -1.50 1  325.64 -1409.23 -954.90 2  -24.48  785.43  -14.37 
266.00   14.06    6.65   -1.50 1  327.07 -1415.48 -959.12 2  -24.59  788.54  -14.43 
267.00   14.11    6.68   -1.50 1  328.50 -1421.72 -963.34 2  -24.71  791.65  -14.49 
268.00   14.16    6.70   -1.50 1  329.93 -1427.97 -967.56 2  -24.82  794.76  -14.55 
269.00   14.21    6.73   -1.50 1  331.36 -1434.21 -971.79 2  -24.93  797.87  -14.61 
270.00   14.26    6.75   -1.50 1  332.79 -1440.46 -976.01 2  -25.04  800.98  -14.67 
271.00   14.31    6.78   -1.50 1  334.22 -1446.70 -980.23 2  -25.15  804.08  -14.73 
272.00   14.36    6.80   -1.50 1  335.65 -1452.95 -984.45 2  -25.27  807.19  -14.79 
273.00   14.41    6.83   -1.50 1  337.07 -1459.19 -988.67 2  -25.38  810.30  -14.85 
274.00   14.46    6.85   -1.50 1  338.50 -1465.44 -992.89 2  -25.49  813.41  -14.91 
275.00   14.51    6.88   -1.50 1  339.93 -1471.68 -997.12 2  -25.60  816.52  -14.97 
276.00   14.56    6.90   -1.50 1  341.36 -1477.93 -1001.34 2  -25.72  819.63  -15.03 
